Location,Area,No. of Bedrooms,Price
Khar West,2800,4,3600000
Dombivali,700,1,14900000
Malad East,1200,1,14900000
Malad East,806,2,32500000
Grant Road West,2000,3,3700000
Karanjade,640,1,4700000
Sector-8 Ulwe,675,1,4300000
Taloja,950,2,3250000
Taloja,690,1,2300000
Taloja,445,1,3750000
Taloja,671,1,5600000
taloja panchanand,1050,2,3797999
Badlapur East,910,2,5500000
Kalyan West,980,2,3890000
Kalyan West,650,1,14900000
Malad West,1100,2,55000000
matunga east,1296,3,55000000
matunga east,1296,3,50000000
matunga east,1150,3,30000000
matunga east,850,2,55000000
matunga east,1296,3,18000000
matunga east,560,1,3300000
Badlapur East,920,2,2600000
Badlapur East,660,1,2650000
Badlapur East,660,1,22500000
Goregaon West,922,2,7700000
Ulwe,1095,2,6800000
Ulwe,925,2,6800000
Ulwe,925,2,4800000
Ulwe,725,1,9700000
Chembur,575,1,10500000
Ulwe,1355,2,12000000
Ulwe,1750,3,12000000
Ulwe,1750,3,9000000
Mulund East,550,1,9000000
Mulund East,550,1,5700000
Dahisar,450,1,2425000
Badlapur West,690,1,3750000
Badlapur East,1050,2,2815000
Badlapur East,710,1,3615000
Badlapur East,1040,2,3999000
Ambernath East,994,2,3954999
Ambernath East,993,2,3415000
Ambernath East,925,2,3410000
Ambernath East,918,2,2300000
Ambernath East,650,1,18500000
Malad East,1350,2,15100000
Kandivali East,1350,3,6000000
Vasai,915,2,35000000
Andheri West,1600,3,25500000
Andheri West,1400,2,35500000
Kandivali East,2400,3,14500000
Kandivali East,900,2,20000000
Malad East,1600,3,19000000
Malad East,1100,2,19000000
Malad East,1100,2,19100000
Borivali West,800,2,15500000
Malad East,1000,2,16000000
Thane West,900,2,5399000
Thane West,905,2,4199000
Thane West,625,1,18500000
Jogeshwari West,950,2,32500000
Malad West,1630,3,19000000
Goregaon West,1100,2,25000000
Malad West,1350,2,27000000
Malad West,1601,3,21500000
Malad West,1340,2,11000000
Borivali West,600,1,16000000
Dahisar West,1100,2,8500000
Kandivali West,640,1,29900000
Jogeshwari West,1450,3,2100000
Ambernath West,634,1,21500000
Malad West,1390,3,5200000
Mira Road East,650,1,8338000
Mira Road East,981,2,6426000
Mira Road East,693,1,6426000
Mira Road East,693,1,8480000
Mira Road East,1060,2,6048000
Mira Road East,756,1,6048000
Mira Road East,756,1,5500000
Thane West,700,1,8330000
Mira Road East,980,2,6120000
Mira Road East,720,1,6700000
Mira Road East,531,1,19000000
Santacruz East,760,2,18500000
Andheri West,650,1,13500000
Andheri East,750,2,13500000
Andheri East,750,2,15000000
Dahisar,1100,2,10500000
Borivali West,500,1,14000000
Dharavi,650,1,4200000
Ambernath East,1010,2,14500000
Kharghar,1215,2,14500000
Kharghar,1215,2,31500000
Kharghar,2700,5,18500000
Kharghar,1650,3,14000000
Kharghar,1100,2,14000000
Kharghar,1100,2,23000000
Ville Parle East,1500,2,30000000
Ville Parle East,1700,3,17000000
Ville Parle East,700,1,28000000
Ville Parle East,1100,2,30000000
Ville Parle East,1100,2,20000000
Andheri West,650,2,27000000
Ville Parle East,900,2,18900000
Ville Parle East,600,1,45000000
Ville Parle East,1700,3,27500000
vile parle west,1100,2,40000000
Ville Parle East,1700,3,40000000
Ville Parle East,1500,2,50000000
Ville Parle East,1800,3,28000000
Ville Parle East,1850,3,50000000
Ville Parle East,1800,3,28000000
Ville Parle East,1850,3,40000000
Ville Parle East,1200,3,57500000
Ville Parle East,1200,3,30000000
Ville Parle East,1100,3,19000000
Andheri East,1150,2,22000000
Andheri East,1000,2,22000000
Andheri East,1300,3,35000000
Ville Parle East,950,2,29000000
Ville Parle East,690,2,40000000
Ville Parle East,1100,3,29000000
Ville Parle East,665,2,33000000
Ville Parle East,1200,2,27500000
Ville Parle East,720,2,25000000
Ville Parle East,900,2,29000000
Ville Parle East,690,2,29000000
Ville Parle East,690,2,13500000
Andheri East,550,1,12500000
Ville Parle East,450,1,24000000
Ville Parle East,1400,2,28000000
Ville Parle East,1500,3,24000000
Ville Parle East,1400,2,32500000
Ville Parle East,1278,2,26000000
Ville Parle East,710,2,29000000
Ville Parle East,1100,2,26500000
Powai,1500,3,19000000
Powai,1155,2,25000000
Powai,1445,3,19000000
Powai,1150,2,3700000
Badlapur East,1025,2,3700000
Badlapur East,1025,2,2750000
Badlapur East,730,1,41900000
Kandivali East,2700,5,9800000
Malad West,728,1,4500000
Anjurdive,450,1,2250000
Badlapur East,610,1,13500000
Malad West,1066,2,9800000
Malad West,728,1,22500000
Borivali West,1650,3,7837000
Mira Road East,1045,2,5250000
Mira Road East,700,1,230000000
Worli,6900,5,7700000
Kalyan West,999,2,70000000
Bandra West,1800,3,14500000
Kandivali East,1000,2,15500000
Kandivali East,1000,2,12000000
Malad West,1010,2,14000000
Kharghar,1150,2,12500000
Kharghar,1150,2,2300000
Vasai east,450,1,4700000
Kalyan West,695,1,25700000
Bandra West,750,2,7500000
Vasai,1145,2,8500000
Kandivali East,525,1,16000000
Kandivali East,1000,2,9500000
Vasai West,1975,3,9500000
Vasai West,1975,3,4000000
Dombivli (West),540,1,7150000
Ulwe,1050,2,39000000
Santacruz West,1000,2,12500000
Kharghar,1150,2,2300000
Vasai east,450,1,16500000
Kandivali East,1090,2,4700000
Kalyan West,695,1,4700000
Kalyan West,695,1,25700000
Bandra West,750,2,8500000
Kandivali East,525,1,20000000
Malad West,1000,2,20000000
Malad West,1000,2,16000000
Kandivali East,1000,2,13500000
Kandivali East,860,2,15500000
Kandivali East,1000,2,8320000
Bhayandar East,1040,2,5160000
Bhayandar East,645,1,3500000
Ulwe,655,1,8000000
Mira Road East,1000,2,27500000
Kandivali East,1750,3,16500000
Kandivali East,1090,2,14500000
Kandivali East,995,2,22500000
Kandivali East,1655,3,5600000
Mira Road East,700,1,22500000
Kandivali East,1655,3,27000000
Goregaon West,1205,3,5690000
Mira Road East,769,1,8413000
Mira Road East,1137,2,11500000
Jogeshwari West,635,1,120000000
Juhu,2160,3,10200000
Kandivali West,864,2,17000000
Sion,1080,2,12100000
Goregaon East,1100,2,7800000
Ulwe,1105,2,7700000
Mira Road East,1020,2,19700000
Andheri West,800,2,8500000
Ulwe,1100,2,8500000
Ulwe,1100,2,18200000
Andheri West,750,2,45000000
Goregaon East,2100,3,60000000
vile parle west,1400,3,6700000
Uran,1125,2,17900000
Andheri West,750,2,120000000
Juhu,2160,3,10200000
Kandivali West,864,2,17000000
Sion,1080,2,12100000
Goregaon East,1100,2,7800000
Ulwe,1105,2,7700000
Mira Road East,1020,2,19700000
Andheri West,800,2,8500000
Ulwe,1100,2,8500000
Ulwe,1100,2,18200000
Andheri West,750,2,45000000
Goregaon East,2100,3,60000000
vile parle west,1400,3,6700000
Uran,1125,2,17900000
Andheri West,750,2,4500000
Greater Khanda,600,1,9200000
Ulwe,1127,2,9200000
Ulwe,1127,2,8500000
Ulwe,1125,2,5330000
Mira Road East,715,1,21800000
Kandivali East,1100,3,180000000
Juhu,5460,4,10000000
Andheri East,600,1,8100000
Ulwe,1097,2,5200000
Ulwe,688,1,3700000
Ulwe,667,1,3700000
Ulwe,667,1,26500000
Bhandup West,1740,3,4500000
Dombivli (West),645,1,11500000
Koper Khairane,870,2,27300000
Thane West,1228,3,11500000
Thane West,471,1,23000000
Ville Parle East,500,1,45000000
Juhu,1250,3,16000000
Kandivali East,1000,2,8000000
Chembur,510,1,11500000
Chembur,650,1,11000000
Chembur,650,1,20000000
Bandra West,550,1,8700000
Kandivali East,525,1,33000000
Powai,740,2,9500000
Kandivali East,515,1,38000000
Powai,750,2,9800000
Malad West,580,1,5200000
Ulwe,679,1,13500000
Malad West,900,2,4300000
Koper Khairane,620,1,9500000
Powai,595,1,9500000
Powai,595,1,11000000
Powai,585,1,19000000
Kandivali East,1325,3,31500000
Borivali West,1250,3,9000000
Kandivali East,525,1,9600000
Thane West,950,2,9600000
Thane West,900,2,9600000
Thane West,900,2,70000000
Bandra West,1824,3,70000000
Bandra West,1824,3,70000000
Bandra West,1824,3,16000000
Dahisar,950,2,16000000
Dahisar,950,2,8500000
Malad West,600,1,18000000
Powai,980,2,5400000
Ulwe,697,1,26500000
Powai,1050,2,26500000
Powai,1050,2,14000000
Thane West,1050,2,14000000
Thane West,1050,2,14000000
Thane West,1050,2,2000000
Boisar,780,2,65000000
Belapur,5000,5,5700000
Ulwe,725,1,5700000
Ulwe,725,1,13799999
Malad West,1050,2,13799999
Malad West,1050,2,12600000
Thane West,850,2,2000000
Boisar,780,2,8500000
Kandivali West,750,1,2000000
Boisar,780,2,2000000
Boisar,780,2,28000000
Jogeshwari West,1500,3,2000000
Boisar,780,2,2000000
Boisar,780,2,2000000
Boisar,780,2,2000000
Boisar,780,2,2000000
Boisar,780,2,2000000
Boisar,780,2,2000000
Boisar,780,2,2000000
Boisar,780,2,14500000
Jogeshwari West,1050,2,14500000
Jogeshwari West,1050,2,21400000
Malad West,1101,3,21400000
Malad West,1101,3,16200000
Malad West,872,2,2700000
Panvel,560,1,42000000
Powai,2020,3,6498999
Thane West,945,2,18800000
Powai,985,2,8000000
Panvel,1300,2,6400000
Airoli,495,1,6400000
Airoli,495,1,3800000
Ulwe,678,1,85000000
Juhu,1800,3,25000000
Powai,1445,3,6000000
Ghansoli,660,1,6000000
Ghansoli,660,1,35000000
Prabhadevi,1000,2,4300000
Ulwe,665,1,4000000
Shil Phata,480,1,8200000
Ulwe,1055,2,6900000
Palava,1287,3,6900000
Palava,1287,3,16500000
Sion,980,2,4000000
Ulwe,685,1,16000000
Malad West,826,2,8500000
Ulwe,1075,2,16000000
Malad West,742,2,67500000
Juhu,1800,3,16299999
Malad West,742,2,120000000
Juhu,2570,3,14600000
Malad West,720,2,19500000
Malad West,1400,2,3500000
Mira Road East,360,1,29000000
Andheri West,1550,3,31000000
Andheri West,1600,3,35000000
Andheri West,1600,3,10000000
Dombivli (West),1050,2,16500000
Kandivali West,840,2,16500000
Kandivali West,840,2,60000000
matunga east,1296,3,55000000
matunga east,1296,3,30000000
matunga east,900,2,37000000
matunga east,1150,3,25500000
matunga east,850,2,29500000
matunga east,1000,2,7500000
Ulwe,800,1,26000000
Malad East,1850,3,25500000
Malad East,1850,3,9150000
Belapur,1127,2,41500000
Andheri West,1850,3,43000000
Borivali West,3000,4,21500000
Borivali East,1450,2,13000000
Ulwe,1565,3,9500000
Kandivali East,700,1,8500000
Dahisar West,560,1,15200000
Malad West,1140,2,14500000
Malad West,1150,2,6700000
Mira Road East,950,2,7500000
Mira Road East,950,2,16600000
Thane West,981,2,15500000
Thane West,915,2,14900000
Thane West,883,2,14800000
Thane West,879,2,15700000
Thane West,928,2,15500000
Thane West,919,2,13500000
Thane West,800,2,20000000
Thane West,1012,3,12900000
Thane West,766,2,2500000
Ambernath West,728,1,11000000
Mulund West,600,1,17200000
Kandivali East,1250,3,22500000
Kandivali East,1780,3,12500000
Kandivali East,745,2,6500000
Kandivali East,465,1,11500000
Kandivali East,780,2,6400000
Kandivali East,365,1,23500000
Kandivali East,1325,3,26500000
Borivali West,1200,3,18500000
Borivali West,1050,2,19900000
Kandivali West,800,2,8500000
Dahisar East,600,1,5800000
Mira Road East,695,1,10100000
Malad West,548,1,9500000
Dahisar,580,1,2450000
Nala Sopara,575,1,20000000
Malad West,823,2,2100000
Nala Sopara,585,1,24000000
Andheri West,960,2,140000000
Juhu,4320,4,17800000
Thane West,1250,3,2200000
Nala Sopara,620,1,6500000
Malad West,450,1,4800000
Mira Road East,615,1,20000000
Kalwa,2500,5,12000000
Kandivali West,680,2,5200000
Malad West,350,1,2900000
Malad West,200,1,2800000
Malad West,200,1,2900000
Malad West,220,1,2900000
Malad West,220,1,3000000
Malad West,225,1,2300000
Malad West,225,1,3400000
Kandivali West,450,1,8900000
Malad West,750,1,19300000
Malad West,1600,3,16399999
Kandivali East,1065,2,16500000
Kandivali East,1090,2,17500000
Kandivali East,1120,2,13000000
Malad West,1450,2,19000000
Malad West,1350,3,5500000
Dombivli (West),725,1,14000000
Goregaon West,780,2,7500000
Dahisar West,550,1,11500000
Vashi,860,2,56000000
Khar West,1196,3,32500000
Khar West,775,2,15500000
Powai,840,2,10900000
Kanjurmarg East,500,1,57500000
Santacruz West,1266,3,60000000
Santacruz West,1440,3,26000000
Santacruz West,900,2,23600000
Kandivali West,1242,3,16900000
Kandivali West,888,2,16900000
Kandivali West,888,2,29200000
Ulwe,2905,5,8600000
Borivali West,550,1,8600000
Borivali West,550,1,16800000
Ulwe,1690,3,16000000
Ulwe,1215,2,17500000
Chembur,1000,2,30000000
Chembur,1200,2,36500000
Chembur,1500,2,27500000
Chembur,1400,3,19600000
Chembur,1010,2,30000000
Vikhroli,1180,2,45000000
Ulwe,2905,4,29200000
Ulwe,2905,4,11500000
Kurla West,1120,2,16500000
Ulwe,1850,3,11000000
Kurla West,1050,2,25000000
vile parle west,550,2,6000000
Dronagiri,1000,2,11500000
Ulwe,1350,2,8000000
Dahisar,640,1,3800000
Dronagiri,660,1,6000000
Dronagiri,1050,2,17000000
Ulwe,1700,3,35000000
Juhu,1080,2,4000000
Dronagiri,660,1,7450000
Dahisar,600,1,6700000
Thane West,670,1,43000000
Goregaon East,2195,3,8400000
Thane West,1206,2,12800000
Thane West,1800,3,3500000
Dronagiri,735,1,3000000
Dronagiri,665,1,3000000
Dronagiri,665,1,30000000
Juhu,1080,2,14000000
Kandivali East,1000,2,9800000
Malad West,600,1,15500000
Sewri,610,1,15500000
Sewri,610,1,16000000
Powai,995,2,11000000
Powai,585,1,9000000
Powai,578,1,16500000
Powai,970,2,19800000
Malad West,1450,3,37000000
Andheri West,1600,3,37000000
Andheri West,1600,3,21500000
Dahisar West,1200,3,15500000
Ghatkopar West,850,2,13000000
Koper Khairane,1075,2,34000000
Andheri West,1166,3,22000000
Andheri West,788,3,22000000
Andheri West,788,3,8700000
Koper Khairane,675,1,11200000
Borivali West,650,1,13500000
Dahisar,850,2,9600000
Kandivali East,515,1,11500000
Borivali West,600,1,38100000
Malad West,1596,3,10000000
Borivali West,600,1,13300000
Borivali West,899,2,10500000
Borivali West,650,1,7300000
Thane West,735,1,7000000
Thane West,540,1,7300000
Thane West,570,1,15500000
Thane West,1300,3,9709000
Thane West,1022,2,4200000
Malad West,340,1,20000000
Borivali West,1000,2,16500000
Andheri East,850,2,11200000
Borivali West,650,1,25000000
Andheri West,790,2,19600000
Powai,985,2,36400000
Andheri West,1193,3,26500000
Andheri West,1250,2,100000000
Juhu,2040,4,14600000
Malad West,1135,2,14000000
Dahisar,750,2,7600000
Ulwe,1050,2,3000000
Bhayandar East,600,1,3000000
Bhayandar East,600,1,8100000
Dronagiri,1175,2,13000000
Chembur,650,1,8000000
Chembur,520,1,110000000
Juhu,1620,3,9900000
Thane West,826,2,9000000
Thane West,847,1,10000000
Thane West,1020,2,10000000
Thane West,850,2,10000000
Kandivali West,650,1,35000000
Juhu,864,2,45000000
Juhu,780,2,50000000
Juhu,1020,2,50000000
Juhu,1020,2,13000000
Ulwe,1240,2,53000000
Matunga,1130,3,7600000
Mira Road East,1053,2,16500000
Ulwe,1660,3,16500000
Ulwe,1660,3,5500000
Dahisar,354,1,9000000
Dahisar,510,1,6000000
Thane West,520,1,11000000
Thane West,1300,2,8500000
Thane West,783,2,8500000
Thane West,783,2,27599999
Thane West,1600,3,7500000
Thane West,685,1,12700000
Thane West,1050,2,13000000
Thane West,1150,3,8500000
Thane West,783,2,8500000
Thane West,783,2,27599999
Thane West,1600,3,7500000
Thane West,685,1,12700000
Thane West,1050,2,13000000
Thane West,1150,3,6500000
Thane West,683,1,3000000
Virar East,715,1,3000000
Virar East,715,1,2800000
Virar East,545,1,16000000
Borivali West,580,1,8900000
Borivali West,600,1,78700000
Goregaon East,2300,3,6217000
Dombivali East,700,2,8020000
Dombivali East,900,3,2400000
Dombivli (West),350,1,28700000
Borivali West,1670,3,17000000
Borivali West,712,2,47000000
Powai,2050,4,51000000
Mulund West,2600,3,23300000
Powai,1250,2,16000000
Borivali West,750,2,6500000
Borivali West,360,1,3000000
Bhayandar East,600,1,10500000
Dronagiri,1540,3,110000000
Juhu,1620,3,6350000
Mira Road East,655,1,6419000
Mira Road East,655,1,9500000
Malad West,640,1,6000000
Thane West,350,1,6100000
Malad West,550,1,35000000
Goregaon (East),1405,3,6500000
Malad West,365,1,25000000
Malad East,700,2,20200000
Goregaon East,1190,2,16000000
Andheri West,800,2,17000000
Kandivali West,830,2,25500000
Prabhadevi,800,2,55000000
Malabar Hill,1030,2,41000000
Goregaon East,1862,3,17000000
Chembur,1050,2,58000000
Goregaon East,3000,5,12800000
Chembur,950,1,30000000
Andheri West,1792,3,22500000
Goregaon East,1330,3,10000000
Goregaon East,600,1,13500000
Goregaon East,970,2,31000000
Goregaon East,1456,3,37000000
Malad East,2310,3,16000000
Andheri East,900,2,18000000
Goregaon East,1050,2,18000000
Malad East,1155,2,13500000
Borivali West,742,2,20000000
Ambivali,1095,2,35000000
Malad East,2310,3,22000000
Goregaon East,1290,2,11500000
Malad East,630,1,14500000
Malad West,1125,2,38500000
Goregaon East,1660,4,22500000
Goregaon East,1290,2,13000000
Dahisar,850,2,16500000
Borivali West,756,2,28500000
Goregaon West,1485,3,19500000
Goregaon West,1150,2,2700000
Nalasopara East,580,1,74500000
Worli,3582,3,71500000
Worli,3182,3,3500000
Ulwe,650,1,23500000
Borivali West,1100,3,28500000
Goregaon West,1485,3,19500000
Goregaon West,1150,2,2800000
Ambernath East,690,1,3300000
Nala Sopara,665,1,3300000
Nala Sopara,665,1,4000000
Ulwe,650,1,5250000
Ulwe,650,1,3951000
Uran,650,1,7500000
Ulwe,1150,2,4500000
Ulwe,680,1,4500000
Ulwe,680,1,4151000
Ulwe,650,1,4151000
Ulwe,650,1,3500000
Ulwe,650,1,3500000
Ulwe,650,1,2899000
Ulwe,450,1,5999000
Thane West,945,2,5699000
Thane West,905,2,4099000
Thane West,588,1,6500000
Thane West,902,2,5499000
Thane West,902,2,4099000
Thane West,590,1,21000000
Powai,910,2,5299000
Thane West,905,2,4399000
Thane West,615,1,5599000
Thane West,905,2,5990000
Thane West,905,2,5299000
Thane West,645,1,9000000
Mulund West,720,1,9750000
Borivali West,630,2,27500000
Borivali West,1500,3,9500000
Borivali West,650,1,14500000
Dahisar,890,2,7000000
Dahisar West,410,1,9000000
Dahisar West,585,1,10000000
Dahisar West,610,1,8000000
Dahisar East,580,1,14500000
Dahisar,820,2,9800000
Dahisar,595,1,10000000
Dahisar West,610,1,15000000
Dahisar East,1020,2,22000000
Kandivali West,1614,3,8500000
Dahisar East,580,1,2200000
Vasai West,500,1,4550000
Vijay Nagar,860,2,19800000
Powai,1130,2,8500000
Jogeshwari West,500,1,19500000
Goregaon West,1150,2,2800000
Ambernath East,690,1,16500000
Borivali West,756,2,28500000
Goregaon West,1485,3,9750000
Borivali West,630,2,27500000
Borivali West,1500,3,23500000
Borivali West,1100,3,8500000
Dahisar East,580,1,8600000
Dahisar East,590,1,11500000
Borivali West,650,1,12000000
Dahisar East,785,2,14200000
Dahisar,780,2,14500000
Borivali West,710,2,16000000
Dahisar,1044,3,9500000
Borivali West,650,1,14500000
Dahisar,890,2,7000000
Dahisar West,410,1,9000000
Dahisar West,585,1,10000000
Dahisar West,610,1,8000000
Dahisar East,580,1,14500000
Dahisar,820,2,9800000
Dahisar,595,1,10000000
Dahisar West,610,1,15000000
Dahisar East,1020,2,8000000
Mira Road East,1100,2,34000000
Kandivali West,1555,3,22500000
Borivali West,1700,3,9000000
Borivali West,650,1,6500000
Borivali West,400,1,5325000
Borivali West,325,1,9500000
Borivali West,635,1,15000000
Mulund West,950,2,8700000
Thane West,705,2,3049000
Palghar,569,2,2099000
Palghar,387,1,3500000
Palghar,646,3,4499000
Virar,518,2,3372000
Virar,412,1,3446000
Virar,426,1,4656000
Virar,536,2,5499000
Virar,579,2,4621000
Virar,532,2,3500000
Virar,433,1,13500000
Borivali West,900,2,18500000
Chembur,1285,3,17500000
Chembur,1500,3,16500000
Chembur,1050,3,11800000
Koper Khairane,1080,2,7000000
Koper Khairane,650,1,7000000
Koper Khairane,650,1,42500000
Borivali West,2400,3,7100000
Greater Khanda,950,2,7800000
Greater Khanda,950,2,17000000
Chedda Nagar,775,2,2400000
Nala Sopara,585,1,2400000
Nala Sopara,585,1,71500000
Khar West,1600,3,15000000
Sion,880,2,13700000
Borivali West,697,2,8800000
Thane West,1100,2,22500000
Borivali West,935,2,14500000
Borivali West,580,2,27500000
Dahisar,1196,3,16500000
Sion,980,2,8600000
Kurla West,695,1,9000000
Kurla West,575,1,22500000
Kurla West,1350,2,8200000
Kurla,725,1,8100000
Kurla,720,1,8298999
Kurla,700,1,7598999
Kurla,750,1,11000000
Kurla West,900,2,7998999
Kurla West,690,1,7798999
Kurla,700,1,7898999
Kurla,680,1,11500000
Kurla West,1100,2,7998999
Kurla,700,1,18500000
Kurla,1676,3,11000000
Kurla East,750,1,42500000
Borivali West,2400,3,7100000
Greater Khanda,950,2,7800000
Greater Khanda,950,2,17000000
Chedda Nagar,775,2,2400000
Nala Sopara,585,1,9000000
Kurla,750,1,4900000
Thane West,239,1,5700000
Thane West,283,1,6351000
Thane West,352,1,6900000
Thane West,440,1,24500000
Jogeshwari West,1350,3,24500000
Jogeshwari West,1350,3,22500000
Borivali West,1250,3,40000000
Borivali West,1700,4,8400000
Borivali West,515,1,9000000
Malad East,570,1,13500000
Malad East,820,2,4800000
Kalyan East,855,2,3300000
Kalyan East,600,1,4500000
Kalyan East,880,2,4500000
Dombivali,600,1,9800000
Kandivali West,580,1,2000000
Malad East,425,1,44500000
Sion,1950,3,2350000
Bandra East,425,1,7598999
Thane West,400,2,9800000
Thane West,599,2,27400000
Manpada,1552,4,14600000
Thane West,958,3,18500000
Thane West,1174,3,8000000
Thane West,419,1,12800000
Thane West,705,2,13500000
Thane West,931,3,4200000
Santacruz East,350,1,9000000
Kurla,750,1,4900000
Thane West,239,1,5700000
Thane West,283,1,6351000
Thane West,352,1,6900000
Thane West,440,1,24500000
Jogeshwari West,1350,3,24500000
Jogeshwari West,1350,3,22500000
Borivali West,1250,3,40000000
Borivali West,1700,4,8400000
Borivali West,515,1,9000000
Malad East,570,1,13500000
Malad East,820,2,4800000
Kalyan East,855,2,3300000
Kalyan East,600,1,4500000
Kalyan East,880,2,4500000
Dombivali,600,1,9800000
Kandivali West,580,1,2000000
Malad East,425,1,44500000
Sion,1950,3,2350000
Bandra East,425,1,35000000
Powai,1700,3,15200000
Borivali West,680,2,14500000
Kandivali West,950,2,26000000
Malad West,1280,2,18000000
Goregaon West,704,2,3700000
Andheri East,300,1,3700000
Andheri East,300,1,3400000
Andheri East,300,1,7500000
Malad West,495,1,6850000
Ulwe,1050,2,4000000
Ulwe,650,1,3000000
Ulwe,550,1,4550000
Ulwe,650,1,3990000
Ulwe,650,1,4000000
